=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-9-10_2-8-5
====================================================================================
2:8:5 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:8:5 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
2:8:5 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
2:8:5 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
2:8:5 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
2:8:5 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
2:8:5 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
2:8:5 | [PermissionManager] Adding Super Admin (76561198413928129)
2:8:5 | [PermissionManager] Adding Super Admin (76561198061747392)
2:8:5 | [PermissionManager] Adding Super Admin (76561198065207038)
2:8:5 | [PermissionManager] Loaded UserGroups.json
2:8:5 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
2:8:5 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
2:8:5 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
2:8:5 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
2:8:5 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
2:8:5 | Building Sets Loaded: 1
2:8:5 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
2:8:5 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
2:13:7 | Player "Pengowski" (steamId=76561198413928129) connected to server!
2:14:32 | "Pengowski" (steamid=76561198413928129) toggled godmode
2:14:36 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:14:37 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:14:54 | "76561198413928129" (steamid=76561198413928129) teleported to (pos=<1794.880005, 98.683754, 6494.189941>)
2:14:54 | "Pengowski": (steamid=76561198413928129) teleported to (pos=1794.88,0,6494.19)
2:15:6 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:16:21 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7579.924316, 26.130112, 1597.131592>)
2:16:33 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7422.727539, 26.130005, 1537.020264>)
2:16:55 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7494.314453, 31.035728, 1406.833130>)
2:16:56 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:16:59 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:17:3 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7494.614258, 30.493853, 1403.825073>)
2:17:5 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7494.612305, 30.494709, 1403.824341>)
2:17:5 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:17:7 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:17:9 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7493.176270, 26.889154, 1401.557373>)
2:17:11 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:17:50 | "Pengowski" (steamid=76561198413928129) toggled freecam
2:17:52 | "Pengowski" (steamid=76561198413928129) /heal used on: "Pengowski" (steamid=76561198413928129)
2:18:1 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<7194.876465, 26.129974, 2041.368774>)
2:18:24 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<6455.157715, 64.593185, 2119.833496>)
2:18:47 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<5969.670898, 138.294800, 1332.134155>)
2:20:33 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<3031.199463, 42.113823, 1129.306885>)
2:21:6 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<3055.168945, 14.985799, 874.773132>)
2:21:14 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<1938.905762, 22.777540, 572.745300>)
2:21:58 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<2041.627319, 45.691689, 358.740265>)
2:22:2 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<1756.786621, 8.508699, 333.342102>)
2:22:18 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<1640.150879, 87.390259, 2633.597168>)
2:27:30 | Player "Pengowski" (steamId=76561198413928129) initiated disconnect process...
2:27:33 | Player "Pengowski" (steamId=76561198413928129) disconnected from server.
