=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-9-7_0-7-53
====================================================================================
0:7:53 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
0:14:46 | "LEE" (steamid=76561198413928129) Spawned Item: (BP1_Workbench_pac)
0:15:30 | "LEE" (steamid=76561198413928129) toggled freecam
0:15:40 | "LEE" (steamid=76561198413928129) teleported to crosshair (pos=<3862.309814, 6.440815, 3675.924805>)
0:15:41 | "LEE" (steamid=76561198413928129) toggled freecam
0:15:45 | "LEE" (steamid=76561198413928129) Spawned Item: (KB_Workbench_Kit)
0:15:46 | "LEE" (steamid=76561198413928129) Spawned Item: (KB_Workbench_Weapons_Kit)
0:15:47 | "LEE" (steamid=76561198413928129) Spawned Item: (KB_Workbench_Static_Kit)
0:15:48 | "LEE" (steamid=76561198413928129) Spawned Item: (KB_Workbench_Weapons_Static_Kit)
0:16:36 | "LEE" (steamid=76561198413928129) Spawned Item: (BP1_Workbench_pac)
0:17:6 | "LEE" (steamid=76561198413928129) Spawned Item: (BP1_Workbench)
0:17:29 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Workbench)
0:18:4 | "LEE" (steamid=76561198413928129) Spawned Item: (BP1_Cotelok)
0:18:25 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_cigaret)
0:18:26 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_cigare)
0:18:27 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Cigaret1)
0:18:28 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_cigare_pack)
0:18:29 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Cigarette_Pak)
0:19:1 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Pc)
0:19:13 | "LEE" (steamid=76561198413928129) Spawned Item: (bp_rebak_original)
0:19:15 | "LEE" (steamid=76561198413928129) Spawned Item: (bp_rebak_original)
0:19:20 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Borsch_soup)
0:19:26 | "LEE" (steamid=76561198413928129) Spawned Item: (Bp_sphere_50)
0:19:46 | "LEE" (steamid=76561198413928129) Spawned Item: (Bp_sphere_300)
0:19:47 | "LEE" (steamid=76561198413928129) Spawned Item: (Bp_sphere_300)
0:19:54 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Uaz452Wheel_destroyed)
0:19:55 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Uaz452_G)
0:20:20 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Uaz452_Polis)
0:20:23 | "LEE" (steamid=76561198413928129) teleported to crosshair (pos=<3852.426514, 6.035708, 3666.960449>)
0:20:25 | "LEE" (steamid=76561198413928129) toggled freecam
0:20:30 | "LEE" (steamid=76561198413928129) toggled freecam
0:20:51 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Wind_Generator)
0:20:54 | "LEE" (steamid=76561198413928129) toggled freecam
0:21:0 | "LEE" (steamid=76561198413928129) toggled freecam
0:21:8 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_CanisterGasoline_1G)
0:21:17 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_FirstAidKit)
0:21:24 | "LEE" (steamid=76561198413928129) Spawned Item: (Bp_Gascooker)
0:21:29 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Rat_Trap)
0:21:44 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_mil_case)
0:22:7 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Water_Collector)
0:22:13 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Cooler_Zil)
0:22:21 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_NVBinocular)
0:22:22 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_NVBinocular)
0:23:15 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Poncho)
0:23:17 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Poncho)
0:23:29 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Scar1)
0:23:45 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Jugernaut_Top)
0:23:47 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Jugernaut_Pents)
0:23:48 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Kvadratniyrykzak)
0:23:48 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_AssaultBag_BlackGreen)
0:24:21 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Huntbackpack)
0:24:24 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_TacticalBag_Black)
0:24:25 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_TacticalBag_Green)
0:24:45 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_PlateCarrierVest_Black)
0:24:46 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_PlateCarrierPouches_Black)
0:24:47 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_Jeans_BlueDark)
0:24:47 | "LEE" (steamid=76561198413928129) Spawned Item: (BP_PlateCarrierHolster_Black)
0:25:20 | "LEE" (steamid=76561198413928129) Spawned Item: (Bp_Vatnik)
0:26:29 | "LEE" (steamid=76561198413928129) Spawned Item: (WB_Kit)
