=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-7-17_12-13-9
====================================================================================
12:13:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
12:13:9 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
12:13:9 | [PermissionManager] Perm (MenuBansManager) has been registered!
12:13:9 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
12:13:9 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
12:13:9 | [PermissionManager] Perm (MenuWebHooks) has been registered!
12:13:9 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
12:13:9 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
12:13:9 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
12:13:9 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
12:13:9 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
12:13:9 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
12:13:9 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
12:13:9 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
12:13:9 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
12:13:9 | [PermissionManager] Adding Super Admin (76561198413928129)
12:13:9 | [PermissionManager] Adding Super Admin (76561198061747392)
12:13:9 | [PermissionManager] Loaded UserGroups.json
12:13:9 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
12:13:9 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
12:13:9 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
12:13:9 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
12:13:9 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
12:13:9 | Building Sets Loaded: 2
12:13:9 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
12:18:17 | Player "owl" (steamId=76561198143985310) connected to server!
12:18:18 | Player "DnWings" (steamId=76561198090803986) connected to server!
12:18:57 | Player "owl" (steamId=76561198143985310) initiated disconnect process...
12:18:59 | Player "owl" (steamId=76561198143985310) disconnected early from server (EXIT NOW).
12:19:0 | Player "owl" (steamId=76561198143985310) disconnected from server.
12:19:7 | Player "DnWings" (steamId=76561198090803986) initiated disconnect process...
12:19:10 | Player "DnWings" (steamId=76561198090803986) disconnected from server.
12:26:14 | Player "Mick" (steamId=76561198061747392) connected to server!
12:26:22 | "Mick" (steamid=76561198061747392) toggled freecam
12:27:51 | Player "Paul " (steamId=76561198121111197) connected to server!
12:28:31 | Player "owl" (steamId=76561198143985310) connected to server!
12:37:27 | "Mick" (steamid=76561198061747392) toggled godmode
12:38:16 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<6763.148438, 57.186867, 2334.725342>)
12:38:23 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<7026.638672, 52.117264, 1949.248413>)
12:44:28 | Player "KOG" (steamId=76561198104966670) connected to server!
12:46:30 | Player "DnWings" (steamId=76561198090803986) connected to server!
12:48:37 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<6255.142578, 33.582874, 1940.913940>)
12:49:53 | Player "Keidgos" (steamId=76561198144300120) connected to server!
12:51:28 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<6422.699219, 45.507668, 2172.610840>)
12:56:12 | "Mick" (steamid=76561198061747392) toggled freecam
12:56:13 | "Mick" (steamid=76561198061747392) toggled freecam
12:56:48 | "Mick" (steamid=76561198061747392) Spawned Item: (Animal_CanisLupus_Grey)
12:56:49 | "Mick" (steamid=76561198061747392) Spawned Item: (Animal_CanisLupus_Grey)
12:57:38 | Player "exact" (steamId=76561199718636855) connected to server!
12:57:50 | "Mick" (steamid=76561198061747392) deleted object "Animal_CanisLupus_Grey" (pos=<6020.951660, 50.416702, 2650.285156>)
12:58:15 | "Mick" (steamid=76561198061747392) deleted object "Animal_CanisLupus_Grey" (pos=<6018.197754, 50.933678, 2643.451904>)
12:58:20 | "Mick" (steamid=76561198061747392) Spawned Item: (Animal_CanisLupus_White)
12:58:22 | "Mick" (steamid=76561198061747392) Spawned Item: (Animal_CanisLupus_White)
12:58:32 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<5904.407227, 109.061287, 2447.175049>)
12:59:15 | Player "Paul " (steamId=76561198121111197) initiated disconnect process...
12:59:18 | Player "Paul " (steamId=76561198121111197) disconnected from server.
12:59:42 | Player "Paul " (steamId=76561198121111197) connected to server!
12:59:47 | Player "owl" (steamId=76561198143985310) initiated disconnect process...
13:0:45 | Player "owl" (steamId=76561198143985310) connected to server!
13:0:52 | Player "Reg" (steamId=76561198062069505) connected to server!
13:2:13 | Player "owl" (steamId=76561198143985310) initiated disconnect process...
13:2:15 | Player "owl" (steamId=76561198143985310) disconnected early from server (EXIT NOW).
13:2:16 | Player "owl" (steamId=76561198143985310) disconnected from server.
13:3:53 | Player "owl" (steamId=76561198143985310) connected to server!
13:7:51 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<5756.944824, 89.970901, 3256.808350>)
13:9:17 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<5495.307617, 79.565186, 3583.145508>)
13:12:27 | "Mick" (steamid=76561198061747392) Spawned Item: (ZmbM_CitizenASkinny_Red)
13:13:40 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<5471.300781, 92.260086, 3621.093750>)
13:17:41 | Player "Paul " (steamId=76561198121111197) initiated disconnect process...
13:17:44 | Player "Paul " (steamId=76561198121111197) disconnected from server.
13:18:8 | Player "Paul " (steamId=76561198121111197) connected to server!
13:18:10 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<5624.761230, 97.950058, 3692.296875>)
13:19:33 | "Mick" (steamid=76561198061747392) Spawned Item: (ZmbM_CitizenASkinny_Red)
13:19:40 | "Mick" (steamid=76561198061747392) Spawned Item: (ZmbM_CitizenBFat_Green)
13:25:17 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<3711.343506, 20.681055, 6553.939941>)
13:25:27 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorM_Mirek" (pos=<3604.049805, 22.473438, 6201.233398>)
13:25:28 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Naomi" (pos=<3603.502686, 22.483822, 6212.429688>)
13:25:30 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Gabi" (pos=<3602.184570, 22.448727, 6217.366699>)
13:25:32 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorM_Oliver" (pos=<3607.047363, 22.686132, 6227.777344>)
13:25:37 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Maria" (pos=<3329.353760, 28.997272, 5945.849121>)
13:25:39 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Linda" (pos=<3330.326660, 28.841095, 5947.504395>)
13:25:41 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Frida" (pos=<3325.041748, 28.570127, 5952.391602>)
13:25:42 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorM_Boris" (pos=<3320.347412, 28.400057, 5955.531738>)
13:25:50 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Keiko" (pos=<3623.497803, 22.934814, 6650.386230>)
13:25:51 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorM_Elias" (pos=<3625.945313, 20.455000, 6655.834961>)
13:25:59 | "Mick" (steamid=76561198061747392) deleted object "Land_CementWorks_Hall1" (pos=<3602.768311, 26.371166, 6669.908203>)
13:26:1 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorF_Baty" (pos=<3604.985352, 20.454996, 6655.498535>)
13:26:4 | "Mick" (steamid=76561198061747392) deleted object "eAI_SurvivorM_Jose" (pos=<3592.100586, 20.455000, 6643.792480>)
13:26:5 | "Mick" (steamid=76561198061747392) toggled freecam
13:26:53 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
13:26:56 | Player "Mick" (steamId=76561198061747392) disconnected from server.
13:30:37 | Player "Paul " (steamId=76561198121111197) initiated disconnect process...
13:30:39 | Player "Paul " (steamId=76561198121111197) disconnected early from server (EXIT NOW).
13:30:40 | Player "owl" (steamId=76561198143985310) initiated disconnect process...
13:30:40 | Player "Paul " (steamId=76561198121111197) disconnected from server.
13:30:41 | Player "owl" (steamId=76561198143985310) disconnected early from server (EXIT NOW).
13:30:43 | Player "owl" (steamId=76561198143985310) disconnected from server.
13:31:6 | Player "Paul " (steamId=76561198121111197) connected to server!
13:31:15 | Player "KOG" (steamId=76561198104966670) initiated disconnect process...
13:31:16 | Player "KOG" (steamId=76561198104966670) disconnected early from server (EXIT NOW).
13:31:18 | Player "KOG" (steamId=76561198104966670) disconnected from server.
13:32:2 | Player "KOG" (steamId=76561198104966670) connected to server!
13:32:4 | Player "owl" (steamId=76561198143985310) connected to server!
13:33:51 | Player "KOG" (steamId=76561198104966670) initiated disconnect process...
13:33:52 | Player "KOG" (steamId=76561198104966670) disconnected early from server (EXIT NOW).
13:33:54 | Player "KOG" (steamId=76561198104966670) disconnected from server.
13:35:38 | Player "KOG" (steamId=76561198104966670) connected to server!
13:37:1 | Player "Reg" (steamId=76561198062069505) initiated disconnect process...
13:37:4 | Player "Reg" (steamId=76561198062069505) disconnected from server.
13:51:18 | Player "Paul " (steamId=76561198121111197) initiated disconnect process...
13:51:21 | Player "Paul " (steamId=76561198121111197) disconnected from server.
13:51:27 | Player "KOG" (steamId=76561198104966670) initiated disconnect process...
13:51:30 | Player "KOG" (steamId=76561198104966670) disconnected early from server (EXIT NOW).
13:51:30 | Player "KOG" (steamId=76561198104966670) disconnected from server.
13:51:45 | Player "owl" (steamId=76561198143985310) initiated disconnect process...
13:51:47 | Player "owl" (steamId=76561198143985310) disconnected early from server (EXIT NOW).
13:51:48 | Player "owl" (steamId=76561198143985310) disconnected from server.
13:52:5 | Player "DnWings" (steamId=76561198090803986) initiated disconnect process...
13:52:9 | Player "DnWings" (steamId=76561198090803986) disconnected from server.
14:46:59 | Player "exact" (steamId=76561199718636855) initiated disconnect process...
14:47:2 | Player "exact" (steamId=76561199718636855) disconnected from server.
15:19:54 | Player "Survivor" (steamId=76561199820348502) connected to server!
15:54:4 | Player "Survivor" (steamId=76561199820348502) initiated disconnect process...
18:6:17 | Player "Keidgos" (steamId=76561198144300120) initiated disconnect process...
18:6:20 | Player "Keidgos" (steamId=76561198144300120) disconnected from server.
