=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-5-8_23-11-4
====================================================================================
23:11:4 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:11:4 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
23:11:4 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
23:11:4 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
23:11:4 | [PermissionManager] Perm (MenuBansManager) has been registered!
23:11:4 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
23:11:4 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
23:11:4 | [PermissionManager] Perm (MenuWebHooks) has been registered!
23:11:4 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
23:11:4 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
23:11:4 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
23:11:4 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
23:11:4 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
23:11:4 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
23:11:4 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
23:11:4 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
23:11:4 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
23:11:4 | [PermissionManager] Adding Super Admin (76561198061747392)
23:11:4 | [PermissionManager] Adding Super Admin (76561198413928129)
23:11:4 | [PermissionManager] Loaded UserGroups.json
23:11:4 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
23:11:4 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
23:11:4 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
23:11:4 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
23:11:4 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
23:11:4 | Building Sets Loaded: 0
23:11:4 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
23:15:48 | Player "The Penguin Explorer" (steamId=76561198413928129) connected to server!
23:16:11 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5796.300781, 73.000961, 1580.448120>)
23:16:13 | "The Penguin Explorer" (steamid=76561198413928129) /heal used on: "The Penguin Explorer" (steamid=76561198413928129)
23:16:31 | "The Penguin Explorer" (steamid=76561198413928129) gave godmode to (steamid=76561198413928129)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5805.158691, 73.632866, 1578.041870>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5809.285645, 73.902565, 1578.305664>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5809.494141, 73.914467, 1578.321289>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5809.667480, 73.924370, 1578.335815>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5809.808105, 73.933372, 1578.348755>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5809.926270, 73.940956, 1578.360840>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.028320, 73.947495, 1578.372192>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.121582, 73.953514, 1578.383179>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.205078, 73.958870, 1578.393433>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.284668, 73.964066, 1578.403809>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.360352, 73.968918, 1578.413452>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.436035, 73.973854, 1578.423218>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.511230, 73.978722, 1578.432983>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.585938, 73.983566, 1578.442993>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5810.657227, 73.988167, 1578.452271>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5812.957520, 74.122604, 1578.553223>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5813.623535, 74.158195, 1578.583618>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5813.839355, 74.170509, 1578.597412>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5813.945313, 74.176605, 1578.607910>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.221191, 74.192413, 1578.630005>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.274414, 74.195496, 1578.634521>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.425781, 74.204361, 1578.654053>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.442871, 74.205338, 1578.655762>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.470703, 74.206970, 1578.658569>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.511719, 74.209343, 1578.663330>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.571777, 74.212845, 1578.670410>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.624512, 74.215950, 1578.677368>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.692871, 74.219948, 1578.686035>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5814.747559, 74.223137, 1578.693481>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5815.847656, 74.285362, 1578.747070>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5816.644043, 74.323143, 1578.787476>)
23:17:7 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5817.373535, 74.356781, 1578.830444>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5817.852539, 74.379585, 1578.858887>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.184082, 74.395401, 1578.880615>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.447754, 74.408073, 1578.901001>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.592285, 74.415031, 1578.912598>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.669434, 74.418747, 1578.918701>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.745605, 74.422455, 1578.926758>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.819336, 74.426102, 1578.935547>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.942383, 74.432152, 1578.950562>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5818.992676, 74.434631, 1578.956787>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5819.054688, 74.437714, 1578.964844>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5819.124512, 74.441177, 1578.973999>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5820.971191, 74.520210, 1579.065796>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5821.498535, 74.542633, 1579.092163>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5821.685547, 74.550728, 1579.105713>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5821.784180, 74.555115, 1579.116333>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5822.786133, 74.598145, 1579.178711>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5822.957031, 74.605461, 1579.189209>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.051758, 74.609703, 1579.200073>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.121582, 74.612823, 1579.209351>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.183105, 74.615601, 1579.217651>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.252441, 74.618759, 1579.226807>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.392578, 74.624954, 1579.241089>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.392578, 74.624954, 1579.241089>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.519531, 74.630661, 1579.257813>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.509277, 74.630196, 1579.256348>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5823.900879, 74.646858, 1579.275391>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5824.293457, 74.660439, 1579.294922>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5824.909668, 74.679031, 1579.330444>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5825.458496, 74.693817, 1579.362305>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5826.001465, 74.708481, 1579.395630>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5826.436035, 74.720238, 1579.422363>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5826.839844, 74.731255, 1579.452026>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5827.133301, 74.739281, 1579.473633>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5827.363770, 74.745621, 1579.491943>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5827.543945, 74.750618, 1579.507813>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5827.717773, 74.755447, 1579.523926>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5827.820801, 74.758324, 1579.533569>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5828.075684, 74.762924, 1579.548462>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5828.216309, 74.762520, 1579.557129>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5829.216309, 74.755508, 1579.618530>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5829.690918, 74.751678, 1579.647949>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5829.936035, 74.749741, 1579.665894>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5830.083496, 74.748650, 1579.679565>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5830.844238, 74.742615, 1579.731689>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5831.108398, 74.740509, 1579.749878>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5831.241699, 74.739525, 1579.762329>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5831.965332, 74.733856, 1579.816284>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5832.156738, 74.728340, 1579.831177>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5832.591309, 74.715553, 1579.870972>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5832.674805, 74.713028, 1579.878784>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5833.051270, 74.701729, 1579.902954>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5833.106445, 74.700058, 1579.906372>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5833.402832, 74.691368, 1579.933594>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5833.577637, 74.686012, 1579.943237>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5833.917480, 74.675819, 1579.964844>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5834.252441, 74.665726, 1579.986084>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5834.572266, 74.656021, 1580.003418>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5834.879395, 74.646255, 1580.003052>)
23:17:8 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5835.420898, 74.629120, 1580.003052>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5835.837402, 74.611099, 1579.806274>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5836.365723, 74.582001, 1579.642090>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5836.717773, 74.558006, 1579.415649>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5837.117676, 74.533470, 1579.247681>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5837.322266, 74.517502, 1579.050049>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5837.670898, 74.497147, 1578.936768>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5837.866699, 74.483696, 1578.807983>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5837.972168, 74.475502, 1578.706909>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5838.076660, 74.469337, 1578.669800>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5838.477539, 74.450478, 1578.691040>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5838.641113, 74.441025, 1578.640503>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5839.473633, 74.401215, 1578.660400>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5839.789551, 74.384583, 1578.618408>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5840.585449, 74.326439, 1578.378296>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5840.842285, 74.304733, 1578.253662>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5841.512207, 74.248329, 1577.932251>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5841.685059, 74.232597, 1577.810303>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.194336, 74.188698, 1577.531860>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.296875, 74.178947, 1577.446411>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.589355, 74.151917, 1577.225830>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.635254, 74.146873, 1577.166748>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.833008, 74.132278, 1577.138062>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.897461, 74.127380, 1577.128662>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5842.977539, 74.121315, 1577.130249>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5843.085938, 74.113747, 1577.153931>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5843.611816, 74.073341, 1577.127319>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5844.044922, 74.037811, 1577.029785>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5844.772949, 73.971146, 1576.774536>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5845.257324, 73.964714, 1576.505981>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5845.531738, 74.120834, 1576.167847>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5846.591309, 73.772278, 1575.437012>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5846.869141, 73.721001, 1574.890625>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5846.966309, 73.685364, 1574.354980>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5846.996094, 73.665573, 1574.018921>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5846.958496, 73.654449, 1573.742798>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5847.021973, 73.644135, 1573.644897>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5847.139160, 73.630104, 1573.561890>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5847.048340, 73.629280, 1573.400024>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5847.705078, 73.568718, 1573.282104>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5847.910156, 73.546715, 1573.185181>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5848.379395, 73.606300, 1572.647949>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5848.857422, 73.392044, 1572.042358>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5850.218750, 73.219810, 1571.551147>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5850.561523, 73.172478, 1571.371948>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5848.558105, 74.683159, 1572.994385>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5848.502930, 74.759712, 1572.928955>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.088379, 73.000954, 1569.625244>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.048828, 72.997383, 1569.511719>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.219238, 72.966080, 1569.304932>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.223145, 72.963127, 1569.267822>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.351563, 72.943031, 1569.165894>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.362793, 72.940544, 1569.146118>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.594727, 72.909462, 1569.038086>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.718750, 72.884369, 1568.855225>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5851.843262, 72.860222, 1568.686157>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5852.001465, 72.834457, 1568.545166>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5852.834961, 72.705544, 1568.135864>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5853.411621, 72.604393, 1567.735229>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5854.106934, 72.446609, 1566.850220>)
23:17:9 | "The Penguin Explorer" (steamid=76561198413928129) teleported to crosshair (pos=<5854.562012, 72.334373, 1566.163208>)
