=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-7-1_16-6-40
====================================================================================
16:6:40 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
16:6:40 | [PermissionManager] Perm (FreeCamera) has been registered!
16:6:40 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
16:6:40 | [PermissionManager] Perm (MenuItemManager) has been registered!
16:6:40 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
16:6:40 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
16:6:40 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
16:6:40 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
16:6:40 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
16:6:40 | [PermissionManager] Perm (MenuServerManager) has been registered!
16:6:40 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
16:6:40 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
16:6:40 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
16:6:40 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
16:6:40 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
16:6:40 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
16:6:40 | [PermissionManager] Perm (MenuObjectManager) has been registered!
16:6:40 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
16:6:40 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
16:6:40 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
16:6:40 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
16:6:40 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
16:6:40 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
16:6:40 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
16:6:40 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
16:6:40 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
16:6:40 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
16:6:40 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
16:6:40 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
16:6:40 | [PermissionManager] Perm (MenuBansManager) has been registered!
16:6:40 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
16:6:40 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
16:6:40 | [PermissionManager] Perm (MenuWebHooks) has been registered!
16:6:40 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
16:6:40 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
16:6:40 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
16:6:40 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
16:6:40 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
16:6:40 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
16:6:40 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
16:6:40 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
16:6:40 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
16:6:40 | [PermissionManager] Adding Super Admin (76561198413928129)
16:6:40 | [PermissionManager] Adding Super Admin (76561198061747392)
16:6:40 | [PermissionManager] Loaded UserGroups.json
16:6:40 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
16:6:40 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
16:6:40 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
16:6:40 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
16:6:40 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
16:6:40 | Building Sets Loaded: 2
16:6:40 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
16:12:20 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
16:15:49 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
16:15:52 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
16:23:28 | Player "Eagle" (steamId=76561199732224559) connected to server!
16:29:45 | Player "Eagle" (steamId=76561199732224559) initiated disconnect process...
16:29:48 | Player "Eagle" (steamId=76561199732224559) disconnected from server.
16:33:10 | Player "Eagle" (steamId=76561199732224559) connected to server!
17:33:50 | Player "Eagle" (steamId=76561199732224559) initiated disconnect process...
17:51:38 | Player "Eagle" (steamId=76561199732224559) connected to server!
19:43:50 | Player "The Penguin Explorer" (steamId=76561198413928129) connected to server!
19:44:6 | "The Penguin Explorer" (steamid=76561198413928129) toggled godmode
19:44:24 | "76561198413928129" (steamid=76561198413928129) teleported to (pos=<5575.479980, 74.000000, 3738.419922>)
19:44:24 | "The Penguin Explorer": (steamid=76561198413928129) teleported to (pos=5575.48,0,3738.42)
19:44:53 | "The Penguin Explorer" (steamid=76561198413928129) toggled freecam
20:0:39 | Player "Eagle" (steamId=76561199732224559) initiated disconnect process...
20:0:42 | Player "Eagle" (steamId=76561199732224559) disconnected from server.
20:3:24 | Player "The Penguin Explorer" (steamId=76561198413928129) initiated disconnect process...
20:3:27 | Player "The Penguin Explorer" (steamId=76561198413928129) disconnected from server.
