=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-6-13_2-30-0
====================================================================================
2:30:0 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
2:30:0 | [PermissionManager] Perm (FreeCamera) has been registered!
2:30:0 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
2:30:0 | [PermissionManager] Perm (MenuItemManager) has been registered!
2:30:0 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
2:30:0 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
2:30:0 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
2:30:0 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
2:30:0 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
2:30:0 | [PermissionManager] Perm (MenuServerManager) has been registered!
2:30:0 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
2:30:0 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
2:30:0 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
2:30:0 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
2:30:0 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
2:30:0 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
2:30:0 | [PermissionManager] Perm (MenuObjectManager) has been registered!
2:30:0 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
2:30:0 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
2:30:0 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
2:30:0 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
2:30:0 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
2:30:0 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
2:30:0 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
2:30:0 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
2:30:0 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
2:30:0 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
2:30:0 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
2:30:0 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
2:30:0 | [PermissionManager] Perm (MenuBansManager) has been registered!
2:30:0 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
2:30:0 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
2:30:0 | [PermissionManager] Perm (MenuWebHooks) has been registered!
2:30:0 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
2:30:0 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
2:30:0 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
2:30:0 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
2:30:0 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
2:30:0 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
2:30:0 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
2:30:0 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
2:30:0 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
2:30:0 | [PermissionManager] Adding Super Admin (76561198413928129)
2:30:0 | [PermissionManager] Adding Super Admin (76561198061747392)
2:30:0 | [PermissionManager] Loaded UserGroups.json
2:30:0 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
2:30:0 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
2:30:0 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
2:30:0 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
2:30:0 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
2:30:0 | Building Sets Loaded: 2
2:30:0 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
2:37:28 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
2:38:18 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
2:38:21 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
2:41:5 | Player "bajing" (steamId=76561198413172261) connected to server!
3:17:53 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
4:55:10 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
4:55:13 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
4:55:46 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
5:21:42 | Player "Kyrie" (steamId=76561198892824085) connected to server!
5:28:7 | Player "bajing" (steamId=76561198413172261) initiated disconnect process...
5:30:23 | Player "bajing" (steamId=76561198413172261) connected to server!
5:35:43 | Player "Prague" (steamId=76561198065207038) connected to server!
5:54:49 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
5:54:52 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
6:4:46 | Player "The Penguin Explorer" (steamId=76561199380565467) connected to server!
6:17:23 | Player "Prague" (steamId=76561198065207038) initiated disconnect process...
6:17:25 | Player "Prague" (steamId=76561198065207038) disconnected early from server (EXIT NOW).
6:17:26 | Player "Prague" (steamId=76561198065207038) disconnected from server.
7:47:37 | Player "Prague" (steamId=76561198065207038) connected to server!
7:54:24 | Player "Mick" (steamId=76561198061747392) connected to server!
7:55:14 | "Mick" (steamid=76561198061747392) toggled godmode
7:55:20 | "76561198061747392" (steamid=76561198061747392) teleported to (pos=<7154.790039, 41.693947, 4770.000000>)
7:55:20 | "Mick": (steamid=76561198061747392) teleported to (pos=7154.79,0,4770)
7:55:27 | "Mick" (steamid=76561198061747392) toggled freecam
7:55:30 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<7161.121094, 84.639359, 4766.647461>)
7:55:31 | "Mick" (steamid=76561198061747392) toggled freecam
7:55:33 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<7157.268066, 84.639359, 4770.615723>)
7:55:34 | "Mick" (steamid=76561198061747392) teleported to crosshair (pos=<7155.287598, 84.639359, 4770.805176>)
7:55:52 | "Mick" (steamid=76561198061747392) toggled godmode
7:58:17 | Player "bajing" (steamId=76561198413172261) initiated disconnect process...
7:58:20 | Player "bajing" (steamId=76561198413172261) disconnected from server.
8:22:0 | "Mick" (steamid=76561198061747392) Spawned Item: (TerjeSleepingBag_Blue)
8:29:43 | Player "The Penguin Explorer" (steamId=76561199380565467) initiated disconnect process...
8:29:46 | Player "The Penguin Explorer" (steamId=76561199380565467) disconnected from server.
8:38:14 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
8:38:16 | Player "Kyrie" (steamId=76561198892824085) disconnected early from server (EXIT NOW).
8:38:17 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
9:4:47 | "Mick" (steamid=76561198061747392) toggled freecam
9:5:24 | "Mick" (steamid=76561198061747392) toggled freecam
10:41:14 | Player "bajing" (steamId=76561198413172261) connected to server!
11:7:37 | Player "Kyrie" (steamId=76561198892824085) connected to server!
11:51:23 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
11:51:25 | Player "Kyrie" (steamId=76561198892824085) disconnected early from server (EXIT NOW).
11:51:26 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
11:51:51 | Player "Kyrie" (steamId=76561198892824085) connected to server!
11:56:2 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
11:56:5 | Player "Mick" (steamId=76561198061747392) disconnected from server.
11:59:24 | Player "Prague" (steamId=76561198065207038) initiated disconnect process...
11:59:26 | Player "Prague" (steamId=76561198065207038) disconnected early from server (EXIT NOW).
11:59:27 | Player "Prague" (steamId=76561198065207038) disconnected from server.
12:8:47 | Player "bajing" (steamId=76561198413172261) initiated disconnect process...
12:8:50 | Player "bajing" (steamId=76561198413172261) disconnected from server.
12:8:54 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
12:8:55 | Player "Kyrie" (steamId=76561198892824085) disconnected early from server (EXIT NOW).
12:8:57 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
