Loot System Logs Active: 2025_8_28-18_16_12
18_16_12 | INFO | Deleted old log file: $profile:CBD_LootSystem\Logging\Logs\/2025_8_28-15_26_22.log
18_17_7 | INFO | Loot System has started
18_17_7 | INFO | Room settings loaded successfully.
18_17_7 | INFO | Box settings loaded successfully.
18_17_7 | INFO | LockAllLootRooms called
18_17_7 | INFO | Locking room: South Port Industrial Base
18_17_7 | INFO | Locking room: Airfield Base
18_17_7 | INFO | Loot Box Deleted at position: <6910.319824, 26.125845, 2198.879883>
18_17_7 | INFO | Loot Box Deleted at position: <6909.319824, 26.125845, 2213.879883>
18_17_7 | INFO | Loot Box Deleted at position: <6910.319824, 26.125845, 2198.879883>
18_17_7 | INFO | Loot Box Deleted at position: <6909.319824, 26.125845, 2213.879883>
18_17_7 | INFO | Loot Box Deleted at position: <6929.325684, 26.342670, 2206.844971>
18_17_41 | INFO | Player and identity are valid on connect.
18_18_37 | INFO | UnlockLootRoom: Loot room 'Airfield Base' unlocked by Player: LEE [SteamID: 76561198413928129]
18_18_37 | INFO | Raycast hit surface at: <6935.629883, 26.129999, 2225.366699>
18_18_37 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6935.629883, 26.129999, 2225.366699>
18_18_37 | INFO | Surface type at position <6935.629883, 26.129999, 2225.366699> is concrete_ext
18_18_37 | INFO | Raycast hit surface at: <6894.300293, 26.129999, 2181.928711>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6894.300293, 26.129999, 2181.928711>
18_18_37 | INFO | Surface type at position <6894.300293, 26.129999, 2181.928711> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6906.089355, 26.129999, 2191.807129>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6906.089355, 26.129999, 2191.807129>
18_18_37 | INFO | Surface type at position <6906.089355, 26.129999, 2191.807129> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6917.901855, 26.264978, 2197.527588>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6917.901855, 26.264978, 2197.527588>
18_18_37 | INFO | Surface type at position <6917.901855, 26.264978, 2197.527588> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6927.226563, 26.129999, 2220.439941>
18_18_37 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6927.226563, 26.129999, 2220.439941>
18_18_37 | INFO | Surface type at position <6927.226563, 26.129999, 2220.439941> is concrete_ext
18_18_37 | INFO | Raycast hit surface at: <6901.278320, 26.129999, 2200.344482>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6901.278320, 26.129999, 2200.344482>
18_18_37 | INFO | Surface type at position <6901.278320, 26.129999, 2200.344482> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6921.724121, 26.264978, 2203.526123>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6921.724121, 26.264978, 2203.526123>
18_18_37 | INFO | Surface type at position <6921.724121, 26.264978, 2203.526123> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6927.932129, 26.264978, 2197.707764>
18_18_37 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6927.932129, 26.264978, 2197.707764>
18_18_37 | INFO | Surface type at position <6927.932129, 26.264978, 2197.707764> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6914.273438, 26.264978, 2214.335449>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6914.273438, 26.264978, 2214.335449>
18_18_37 | INFO | Surface type at position <6914.273438, 26.264978, 2214.335449> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6918.863281, 26.264978, 2202.895752>
18_18_37 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6918.863281, 26.264978, 2202.895752>
18_18_37 | INFO | Surface type at position <6918.863281, 26.264978, 2202.895752> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6919.942871, 26.264978, 2205.626221>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6919.942871, 26.264978, 2205.626221>
18_18_37 | INFO | Surface type at position <6919.942871, 26.264978, 2205.626221> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6917.354492, 26.264978, 2199.199219>
18_18_37 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6917.354492, 26.264978, 2199.199219>
18_18_37 | INFO | Surface type at position <6917.354492, 26.264978, 2199.199219> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6918.129395, 26.264978, 2203.311035>
18_18_37 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6918.129395, 26.264978, 2203.311035>
18_18_37 | INFO | Surface type at position <6918.129395, 26.264978, 2203.311035> is cp_grass
18_18_37 | INFO | Raycast hit surface at: <6940.300293, 26.129999, 2177.244385>
18_18_37 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6940.300293, 26.129999, 2177.244385>
18_18_37 | INFO | Surface type at position <6940.300293, 26.129999, 2177.244385> is cp_concrete1
