Loot System Logs Active: 2025_8_28-17_21_35
17_21_35 | INFO | Deleted old log file: $profile:CBD_LootSystem\Logging\Logs\/2025_8_21-22_18_18.log
17_22_31 | INFO | Loot System has started
17_22_31 | INFO | Room settings loaded successfully.
17_22_31 | INFO | Box settings loaded successfully.
17_22_31 | INFO | LockAllLootRooms called
17_22_31 | INFO | Locking room: South Port Industrial Base
17_22_31 | INFO | Locking room: Airfield Base
17_22_31 | INFO | Loot Box Deleted at position: <1984.750000, 15.565845, 564.257019>
17_22_31 | INFO | Loot Box Deleted at position: <1984.750000, 15.565845, 564.257019>
17_22_31 | INFO | Loot Box Deleted at position: <1993.320557, 15.658898, 565.533447>
17_23_11 | INFO | Player and identity are valid on connect.
17_23_32 | INFO | UnlockLootRoom: Loot room 'Airfield Base' unlocked by Player: LEE [SteamID: 76561198413928129]
17_23_32 | INFO | Raycast hit surface at: <6933.414063, 26.129999, 2181.368408>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6933.414063, 26.129999, 2181.368408>
17_23_32 | INFO | Surface type at position <6933.414063, 26.129999, 2181.368408> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6922.364258, 26.264978, 2205.849609>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6922.364258, 26.264978, 2205.849609>
17_23_32 | INFO | Surface type at position <6922.364258, 26.264978, 2205.849609> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6942.643066, 26.129999, 2197.666992>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6942.643066, 26.129999, 2197.666992>
17_23_32 | INFO | Surface type at position <6942.643066, 26.129999, 2197.666992> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6935.553223, 26.129999, 2219.886963>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6935.553223, 26.129999, 2219.886963>
17_23_32 | INFO | Surface type at position <6935.553223, 26.129999, 2219.886963> is concrete_ext
17_23_32 | INFO | Raycast hit surface at: <6921.646484, 26.264978, 2204.707520>
17_23_32 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6921.646484, 26.264978, 2204.707520>
17_23_32 | INFO | Surface type at position <6921.646484, 26.264978, 2204.707520> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6937.010254, 26.129999, 2190.521729>
17_23_32 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6937.010254, 26.129999, 2190.521729>
17_23_32 | INFO | Surface type at position <6937.010254, 26.129999, 2190.521729> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6885.213379, 26.129999, 2197.102539>
17_23_32 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6885.213379, 26.129999, 2197.102539>
17_23_32 | INFO | Surface type at position <6885.213379, 26.129999, 2197.102539> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6921.955078, 26.264978, 2204.057861>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6921.955078, 26.264978, 2204.057861>
17_23_32 | INFO | Surface type at position <6921.955078, 26.264978, 2204.057861> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6936.645508, 26.129999, 2200.788574>
17_23_32 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6936.645508, 26.129999, 2200.788574>
17_23_32 | INFO | Surface type at position <6936.645508, 26.129999, 2200.788574> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6938.397949, 26.129999, 2175.108154>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6938.397949, 26.129999, 2175.108154>
17_23_32 | INFO | Surface type at position <6938.397949, 26.129999, 2175.108154> is cp_concrete1
17_23_32 | INFO | Raycast hit surface at: <6919.428711, 26.129999, 2164.814941>
17_23_32 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6919.428711, 26.129999, 2164.814941>
17_23_32 | INFO | Surface type at position <6919.428711, 26.129999, 2164.814941> is dirt_ext
17_23_32 | INFO | Raycast hit surface at: <6927.896973, 26.129999, 2230.031982>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6927.896973, 26.129999, 2230.031982>
17_23_32 | INFO | Surface type at position <6927.896973, 26.129999, 2230.031982> is concrete_ext
17_23_32 | INFO | Raycast hit surface at: <6910.185059, 26.129999, 2220.225586>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6910.185059, 26.129999, 2220.225586>
17_23_32 | INFO | Surface type at position <6910.185059, 26.129999, 2220.225586> is cp_grass
17_23_32 | INFO | Raycast hit surface at: <6890.852539, 29.706314, 2211.384277>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6890.852539, 29.706314, 2211.384277>
17_23_32 | INFO | Surface type at position <6890.852539, 29.706314, 2211.384277> is ceramic_tiles_int
17_23_32 | INFO | Raycast hit surface at: <6901.309082, 26.129999, 2205.091797>
17_23_32 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6901.309082, 26.129999, 2205.091797>
