Loot System Logs Active: 2025_8_28-17_40_31
17_40_31 | INFO | Deleted old log file: $profile:CBD_LootSystem\Logging\Logs\/2025_8_22-7_50_40.log
17_41_29 | INFO | Loot System has started
17_41_29 | INFO | Room settings loaded successfully.
17_41_29 | INFO | Box settings loaded successfully.
17_41_29 | INFO | LockAllLootRooms called
17_41_29 | INFO | Locking room: South Port Industrial Base
17_41_29 | INFO | Locking room: Airfield Base
17_41_29 | INFO | Loot Box Deleted at position: <6910.319824, 26.125845, 2198.879883>
17_41_29 | INFO | Loot Box Deleted at position: <6909.319824, 26.125845, 2213.879883>
17_41_29 | INFO | Loot Box Deleted at position: <6910.319824, 26.125845, 2198.879883>
17_41_29 | INFO | Loot Box Deleted at position: <6909.319824, 26.125845, 2213.879883>
17_41_29 | INFO | Loot Box Deleted at position: <6929.325684, 26.342670, 2206.844971>
17_42_8 | INFO | Player and identity are valid on connect.
17_42_22 | INFO | UnlockLootRoom: Loot room 'Airfield Base' unlocked by Player: LEE [SteamID: 76561198413928129]
17_42_22 | INFO | Raycast hit surface at: <6928.399414, 26.264978, 2208.822510>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6928.399414, 26.264978, 2208.822510>
17_42_22 | INFO | Surface type at position <6928.399414, 26.264978, 2208.822510> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6955.443359, 26.129999, 2194.567627>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6955.443359, 26.129999, 2194.567627>
17_42_22 | INFO | Surface type at position <6955.443359, 26.129999, 2194.567627> is cp_concrete1
17_42_22 | INFO | Raycast hit surface at: <6929.960938, 26.264978, 2213.989502>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6929.960938, 26.264978, 2213.989502>
17_42_22 | INFO | Surface type at position <6929.960938, 26.264978, 2213.989502> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6919.305176, 26.264978, 2206.247070>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6919.305176, 26.264978, 2206.247070>
17_42_22 | INFO | Surface type at position <6919.305176, 26.264978, 2206.247070> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6910.883301, 26.129999, 2176.524170>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6910.883301, 26.129999, 2176.524170>
17_42_22 | INFO | Surface type at position <6910.883301, 26.129999, 2176.524170> is cp_concrete1
17_42_22 | INFO | Raycast hit surface at: <6924.996582, 26.129999, 2236.618164>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6924.996582, 26.129999, 2236.618164>
17_42_22 | INFO | Surface type at position <6924.996582, 26.129999, 2236.618164> is cp_concrete1
17_42_22 | INFO | Raycast hit surface at: <6920.969727, 26.264978, 2204.749023>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6920.969727, 26.264978, 2204.749023>
17_42_22 | INFO | Surface type at position <6920.969727, 26.264978, 2204.749023> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6918.873535, 26.129999, 2230.189453>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6918.873535, 26.129999, 2230.189453>
17_42_22 | INFO | Surface type at position <6918.873535, 26.129999, 2230.189453> is cp_concrete1
17_42_22 | INFO | Raycast hit surface at: <6924.506836, 26.264978, 2203.459961>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6924.506836, 26.264978, 2203.459961>
17_42_22 | INFO | Surface type at position <6924.506836, 26.264978, 2203.459961> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6909.125000, 26.264978, 2201.829834>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6909.125000, 26.264978, 2201.829834>
17_42_22 | INFO | Surface type at position <6909.125000, 26.264978, 2201.829834> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6903.805664, 26.129999, 2230.926270>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6903.805664, 26.129999, 2230.926270>
17_42_22 | INFO | Surface type at position <6903.805664, 26.129999, 2230.926270> is cp_concrete1
17_42_22 | INFO | Raycast hit surface at: <6902.306641, 26.129999, 2219.121582>
17_42_22 | INFO | Defender ZmbM_usSoldier_Officer_Desert spawned at: <6902.306641, 26.129999, 2219.121582>
17_42_22 | INFO | Surface type at position <6902.306641, 26.129999, 2219.121582> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6909.185059, 26.129999, 2221.241211>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6909.185059, 26.129999, 2221.241211>
17_42_22 | INFO | Surface type at position <6909.185059, 26.129999, 2221.241211> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6913.615723, 26.264978, 2205.604980>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6913.615723, 26.264978, 2205.604980>
17_42_22 | INFO | Surface type at position <6913.615723, 26.264978, 2205.604980> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6937.929688, 26.129999, 2201.116211>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6937.929688, 26.129999, 2201.116211>
17_42_22 | INFO | Surface type at position <6937.929688, 26.129999, 2201.116211> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6925.354004, 26.264978, 2195.031738>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6925.354004, 26.264978, 2195.031738>
17_42_22 | INFO | Surface type at position <6925.354004, 26.264978, 2195.031738> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6922.791992, 26.264978, 2210.083008>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6922.791992, 26.264978, 2210.083008>
17_42_22 | INFO | Surface type at position <6922.791992, 26.264978, 2210.083008> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6930.115723, 26.264978, 2204.798096>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Desert spawned at: <6930.115723, 26.264978, 2204.798096>
17_42_22 | INFO | Surface type at position <6930.115723, 26.264978, 2204.798096> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6921.275879, 26.129999, 2176.637939>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6921.275879, 26.129999, 2176.637939>
17_42_22 | INFO | Surface type at position <6921.275879, 26.129999, 2176.637939> is cp_concrete1
17_42_22 | INFO | Raycast hit surface at: <6915.025391, 26.129999, 2218.951904>
17_42_22 | INFO | Defender ZmbM_usSoldier_normal_Woodland spawned at: <6915.025391, 26.129999, 2218.951904>
17_42_22 | INFO | Surface type at position <6915.025391, 26.129999, 2218.951904> is cp_grass
17_42_22 | INFO | Raycast hit surface at: <6916.787109, 26.264978, 2206.096436>
